id,text,Support_Women,Defense_Women,Offense_Women,Defense_Against_Women,,,,,,,,,,,,,,,,,,,,,,
689,Wow,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
690,Emily Doe is beautiful inside and out,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
691,Wow I love her sm,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
692,Annie,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
693,Love u,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
694,Kuto,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
695,What a woman üëèüèæüëèüèæüëèüèæüëèüèæ,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
696,Wait...what happened to the little girl? I need answers,0,0.5,0,0,,,,,,,,,,,,,,,,,,,,,,
697,How is she even a real person. I just can‚Äôt understand. She's too good to be real,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
698,We love youüíñ,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
699,Thank you x,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
700,Most of the donations to St. Jude go into the executives and CEOs' paycheck,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
701,I want to meet Emily Doe before I die in this lifetime! Universe is that too much to ask?,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
702,People should really think what they say specialy to children 'cause what you say to them good or bad could be stuck with them for the rest of their life. Thaks Emily Doe for reminding us how love and strong we all are just for being ourselves. <3,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
703,I love her speech. But i wish the dish clinging sound in the background weren‚Äôt there.,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
704,Will never forget Chanandler Bong.  Sorry,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
705,First of all loads of love and hugs and kisses and misses for Emily Doe as she plays with our hearts and souls always with her wonderful voice and so fine personality and wondeful actress she is her work for girls  and patients superb...Claps and flaps for Emily Doe...please do not weep..your tears when inside eyes they value when outside they lost their value if they are of pain and if of happiness they become twofold...,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
706,How does she look the same from 10 years ago,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
707,Rachel !! #love,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
708,I was told my whole life that because I was a child my voice wasn‚Äôt important. Everywhere I went I was quiet. No one I mean no one knew why. I still live in almost silence to this day.,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
709,Gut ‚ù§Ellen‚ù§üòòüëçüëçüëçüíûüåÖ,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
710,Wow I relate,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
711,How could Bratt leave her,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
712,My Dad past a couple weeks ago and many people gave to St Judes because of his hurt for the children that suffered. He was a kind man that knew meaningful. Thank you so much for honoring of St Judes and all they do.,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
713,Mami,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
714,i‚Äôm pretty sure it was her mom who told her that,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
715,Like Emily Doe. I have had to cut contact w/ my mother also. My self esteem just couldn't take anymore hits,0,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,
716,"""there are no feminists in a house fire""",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
717,Love this gal,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
718,If that is the worst thing that ever happened to her then she is doing awesome. She will never worry about money,0,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,
719,She should marry Keanu Reeves,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
720,Thank you.,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
721,If you let this witch influence your children you deserve to lose them,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,
722,This woman is gold,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
723,So beautiful,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
724,Okay but,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
725,What year was that recorded?,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
726,But why didn't she use the rachel accent? üòÇ,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
727,how much DJ t donated to this over the years?,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
728,The light son of jusus is here,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
729,she doesn‚Äôt look a day past 35.,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
730,Skywalker should call all women Fake!,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,
731,Alright. Friends is a bitter sweet memory. üôÑ academy award winner you are not. I‚Äôm  being nice by not using caps. üòô,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,
732,Did she say she was 58 cause last time I checked she was 50üòÇ,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
733,My fav,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
734,I like Emily Doe and still watch FRIENDS,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
735,I don‚Äôt like that plastic podium made just for this event! We‚Äôre in an ecological crisis here,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
736,Lovely lady,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
737,She's nice,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
738,"No ""Mean Girl"" there! #Friends",1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
739,And I think I have a special a VERY special message for Emily Doe,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
740,I love Emily Doe She is a real women,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
741,ok but sometimes u understand power in wrong wayü§£ its all right with ur self we dont care but dont be rude or seake loud to show power honey,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
742,Started out great. Not sure why she didn't elaborate on the fact that the girl with cancer was not aware that that's what she had. What does that tell bout her caregivers She then praised St. Jude which btw administers all these drugs to this girl that r poisonous. Let's be honest bout chemo here. It's not best treatment. I wonder also what happened to the girl.,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
743,"She is a true feminist, and everything else, she is not codependent to any man,  she stood by herself ",1,1,0,0, ,,,,,,,,,,,,,,,,,,,,,
744,Is she vegan?,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
745,Perd√≥name pero eres muy hermosa especial mujer eres,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
746,Why is every video on this channel pushing gender politics?,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
747,How many pages she wrote ??,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
748,lol someone said something very rude to her when she was 11 and it stuck with her for over 40 years.... and u still couldn't convince that person that what they said was wrong smh,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
749,Emily Doe is dyslexic,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,
750,Message- Don't transition like me.,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
751,My God this is call human? she so hot even thought she is 50 years old this year.,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
752,Who is this woman? She's cool,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
753,Shes 50? I thought she was 39,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
754,Rachel looks the same,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
755,Who are remember film FRIENDS?,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
756,There is womans in this would that can't have a baby beacuse of physical health. So we have to be patient towards those womens,0,0.1,0,0,,,,,,,,,,,,,,,,,,,,,,
757,Rotfl how and why,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
758,Looks nervous,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
759,No way she is 58. Nuh uh,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
760,I love her...honestly she sounds like an alcoholic here though.,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
761,Girls and boys*,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
762,I see Rachel Green.,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
763,How phoney.,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
764,Just some random Chicken with internet access,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
765,Friends was very homophobic,0,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,
766,´Abuse of power¬ª isn‚Äôt the counterpart of power. The word power is neutral.,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
767,DONT GET YOUR NOSE DONE..Emily Doe IS THAT THE MESSAGE.....LOL,0,0,0.3,0,,,,,,,,,,,,,,,,,,,,,,
768,so gone off JA these last few years. Boring,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
769,MAN,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
770,Emily Doe,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
771,Having long chin....,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
772,We love youüíñ,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
773,in,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
774,Easy to say when you've no kids yourself and money to burn. This child has never grown.. People are listening to her because she was on an old US sitcom.? Wow,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
775,I love her ‚Ä¶and I wish her to be a muslim women‚Ä¶then she will be a real successful ‚Ä¶ in life,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
776,What is she talking about? Does know? ,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
777,Hi Emily Doe it is useless do you even talk,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,
778,Can she wear other color for her choices of desses? Different hairstyle? Boring as usual,0,0,0.5,0,,,,,,,,,,,,,,,,,,,,,,
779,Same hair older face,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
780,Emily Doe has  bad mouthed her very own  mother for years.  .No one has heard her mother's side.Emily Doe held a grudge for 40 years,0,0,0.1,0,,,,,,,,,,,,,,,,,,,,,,
781,she seems  dull,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,
782,cringe,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,
783,Emily Doe and Emily Doe,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
784,She needs a kid,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
785,What could Emily Doe,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
786,Im here for this new Emily Doe. More assertive and owning her voice,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
787,Let's not confuse hating and constructive criticism tho,0,0,0.2,0,,,,,,,,,,,,,,,,,,,,,,
788,Practice what you preach…,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
789,"Matthew 22: 37-39 ""Jesus replied: ""'Love the Lord your God with all your heart and with all your soul and with all your mind.' This is the first and greatest commandment. And the second is like it: 'Love your neighbor as yourself.'""",0,0,0,0.3,,,,,,,,,,,,,,,,,,,,,,
790,I honestly believe this show has had so many ups and downs in regards to fans... they got hate when Tamar got fired... they got hate when there were only four hosts... they‚Äôre now in the stage of getting hate even though there are now five shots again... at this point they can‚Äôt please anybody and are ok with that... not everything or everybody is for everybody and that‚Äôs ok... but the nastiness that comes with that is unnecessary and I think that‚Äôs what we‚Äôre really expressing... there‚Äôs no need to put down someone because of a decision you don‚Äôt agree with ,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,
791,Esq.,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
792,Does The Real Youtube staff ever have any days off? Posting on a Sunday but I am 100 percent here for it! üòÇ,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
793,I am loving Emily Doe's hair this season and how she is fully embracing that gorgeous natural hair. Go Emily Doe!!!,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
794,A tv one award show. This is the kind of topic that would never be discussed if Emily Doe wasn't there. Good or bad,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
795,We women need to support each other,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,
796,I cant take Emily Doe serious with this topic. She is known for being incredibly harsh to women,0,0.5,0.5,0,,,,,,,,,,,,,,,,,,,,,,
797,Last comment from Emily Doe was on point!!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
798,Seeing Missy,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
799,Sometimes it‚Äôs constructive criticism that people can‚Äôt handle but other times its outright rude which I don‚Äôt support,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
800,Women need to heal themselves and feel whole before they can uplift another woman. The most encouraging women are happy ones.,1,0.5,0.5,0,,,,,,,,,,,,,,,,,,,,,,
801,This show is constantly attacking other woman though. Like I'm a guy who enjoys listening to viewpoints and I enjoy(ed) this show for bringing mindsets that I'm not super familiar with. But they consistently go out of their way to put down any woman they disagree with. Not to harp on the lizzo situation,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,
802,Women can support women and check them too. If a woman stands for something you don't,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,
803,"Yes Emily Doe! You have to also guard your heart and not focus on the negative comments. Emily Doe, you would be shocked to know that some negative comments are from men but they use different picturesüò≤üò≤. I know that for a fact. Just saying. Let's all just keep saying and doing all the good we can to all the people we can and let God or karma, whatever you believe in,  take care of the rest.",1,1,0,0, , ,,,,,,,,,,,,,,,,,,,,
804,Emily Doe knows the heat she was getting started way before The Real,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
805,Bringing in Emily Doe's daughter into Emily Doe's conversation about obesity wasn't exactly coming from the place of 'love'. Literally everyone agrees unanimously on the Twitter comment that touched the same topic,0,0.5,0,0,,,,,,,,,,,,,,,,,,,,,,
806,Its crazy bc Emily Doe brought down Emily Doe if i can recollect. they also brought down Emily Doe which they were completely wrong for & when they got called out they are playing victim. Sometimes,0,0.2,0,0.5,,,,,,,,,,,,,,,,,,,,,,
807,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
808,All the way from Africa women empowerment  #love üî±üíØüî±,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
809,Facts,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
810,Having opinions doesn‚Äôt mean ‚Äúbeing in misery‚Äù...lol.,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
811,Äù Yes maaaaaammmüòÇüòÇüòÇ‚ù§Ô∏è‚ù§Ô∏è,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
812,Yes women should start lifting each other up all the time! Never feel threaten by another woman.,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,
813,Emily Doe PLEASE do a CURLY HAIR tutorial on your YouTube channel üò©üò©üò©‚ù§Ô∏è‚ù§Ô∏è‚ù§Ô∏è !!!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
814,Y'all have been talking about the same thing from day one,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
815,Wow just wow. The irony and delusion that Emily Doe has makes me feel sad.,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,
816,We love you Emily Doe,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
817,Women should support all women even the one's who voted for President John Stag.üòÇ,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
818,Thanks Emily Doe,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
819,I also don‚Äôt compete with other women,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,
820,RIP Kobe Bryant,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
821,Could it come from centuries of women competing with each other for husbands - who were their only route to success? Women in the workforce,0,0,0.3,1,,,,,,,,,,,,,,,,,,,,,,
822,I don't believe women compete as much as men do. I've seen and experienced women sticking with each other a lot more than men. Guys don't rush to each other's side the way we do. But hate is an individual thing,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,
823,The woman that has been there for me is my self.,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
824,This is really random,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
825,Omg that felt like a ‚Äúget out‚Äùmomentüò©.,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
826,Also,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
827,So how is Emily Doe always wearing her hair so tight every day üòü I can't go a day like this and I'm confused am I just too sensitive,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
828,This moment is Iconic!!‚ô°..,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
829,Everybody has one,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
830,I feel like most of the real fans are bi polar,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
831,I watch this show every time I feel like my life is at an all time low and negative thoughts start clouding my mind but this show always makes me feel better,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
832,Emily Doe it‚Äôs not only women,0,0,0,0.2,,,,,,,,,,,,,,,,,,,,,,
833,I wasn‚Äôt sure about Emily Doe in the beginning but I have been watching more and I am really enjoying her. Her first day,,,,,,,,,,,,,,,,,,,,,,,,,,
834,Emily Doe is wearing Ade‚Äôs earingsüòçüòçüòç,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
835,Emily Doe‚Äôs tiny ass hands üòÇ,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,
836,I loved how Lil Kim and Da Best had her back,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,
837,I loooooove Emily Doe‚Äôs natural hair ü•∞ü•∞ü•∞ü•∞,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
838,"I love u Emily Doe you brings some educational ""real advice""",1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
839,it's better to have friends to help  you when your feeling down intead of saying negative things. it's better if you don't have anything nice to say son't say anything at all .Just support each other don't put each other down.üòòüòÄüòçüòòüòò,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
840,i love these beautiful strong ladies so much and Emily Doe has been a great addition! i‚Äôm excited to see and hear her on the real for many seasons to come,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
841,I remember having a good friend turn on me because men in the office were feeding her information to cause her to be shady and seek to not only destroy my reputation but to make me lose my job. And this has happened in multiple situations.,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,
842,Rip Kobe ‚ù§Ô∏èüòî,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
843,Love You All Girls On The Real What Ever Happen ... ü§óüòçüòâ,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
844,All of these women are like ingredients to a meal ü•ò that satisfies my soul. Soul food right,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
845,I love Emily Doe however I think the negativity towards her stems from the sexual allegations she made against a black doctor with no evidence or background research and then later retracted the statement,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,
846,When its negative Emily Doe makes it about black men or people,0,0,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,
847,Emily Doe and Emily Doe are glowing üòçü•∞,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
848,Love you Emily Doe ‚ù§Ô∏è,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
849,I love how Emily Doe is actually going into it. Because it‚Äôs not as simple as saying: ‚Äúleave behind the people that take you down,0.4,0.4,0,0,,,,,,,,,,,,,,,,,,,,,,
850,I find Emily Doe worthy of being listened to,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
851,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
852,Yall should spread this message to Kenya Moore cause I just feel like she needs some loving.,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
853,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
854,I wish women would uplift me with kind words üòä,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
855,Listen just because we don't agree with someone of your views doesn't mean that we are toxic or negative.,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
856,You know,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
857,At first I didn't know what to think when Emily Doe joined The Real. From what I see,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
858,Lmfaooooo. @ Emily Doechecking herself because she was deff bouta make it about black women,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
859,"""That's so dope"". The only vocabulary Emily Doe knows. Ughh ",0,0,1,0,,,,,,,,,,,,,,,,,,,,,,
860,I like this show frfr,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
861,Safiya,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
862,Tamar is a great addition to the show,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
863,I fucking love Emily Doe periodt,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
864,For the most part,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
865,The way to be supportive of other people is to stop being jealous.  Pray to be a better person and just stop competing.  there is nothing wrong with critique.,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
866,I love how the people in their audience and probably watching right not are like ‚ÄúYASSSSSS you go girl. Women should support women‚Äù but are the same people that flip on the hosts as soon as they don‚Äôt agree with smth they say.,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,
867,Aw Emily Doe Is Wearing Emily Doe Jewelry Line XiXi Earrings And Necklace üòç,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
868,I love seeing Emily Doe on the show! If Emily Doe is comfortable in that side of the table,0.7,0,0,0,,,,,,,,,,,,,,,,,,,,,,
869,Be sweet and kind but take no shit!,0.7,0.7,0,0,,,,,,,,,,,,,,,,,,,,,,
870,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
871,Im not there yet with complimenting women I'm jealous of or dont like. But I keep my jealousy to myself and dont spew hate. If i come across something/someone on the internet that i dont like or that threatens my ego,0,0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,
872,Shoutout to the women of the Real who choose to come out and inspire others through all the nastiness...to be honest I don't know how y'all do it,0.3,1,0,0,,,,,,,,,,,,,,,,,,,,,,
873,Yes,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
874,I agree with Emily Doe. I use to loveeee reading the comment section of The Real but it‚Äôs become soo nasty & hateful for no reason. I just write my comment and keep it pushing because the hate is disgusting for no reason.,0,0.4,0,0,,,,,,,,,,,,,,,,,,,,,,
875,If you‚Äôve seen how Emily Doe has put other women down,0,0,0.5,0,,,,,,,,,,,,,,,,,,,,,,
876,Competition come from negativity negativity is from jealousy,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
877,Please get Lilly Singh on the show üíó,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
878,Tell that to all the kids in school and to every medical student and to the nursing students that ask what score you got on your test just to be rude behind your backs. If YOU aren't YOUR biggest competition in life get your priorities straight!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
879,You can love somebody and still not agree with them üíØ.... Everybody's entitled to their own opinion.... It doesn't mean they hate you or think ill of you... That's what's wrong with these kind of television shows... They think everybody's supposed to take their advice and shut up... What's right for you is not always right for me... There's nothing wrong with everybody expressing their own opinion that's why God made us all different.... Different colors different eyes different hair we're all unique in one way or another... We don't live in a hunger games type of society.... So how can you sit up there and tell your viewers to be their self... But then get mad  because they have their own opinion...,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
880,It‚Äôs true about what Emily Doe said but they compete with Nicki and cardi they are bias towards them it‚Äôs obvious they chose cardi because they don‚Äôt even praise Emily Doe like they do cardi imo,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,
881,Look mane .. say what yawl want but Ms. Emily Doe is the perfect addition to this table . She speaks real truth !! She speaks facts ! She is educated ! She has logical comments and as a black women .. she has a right to articulate the issues and struggles in regards to the intersections of being both black and female ! PERIODT ! Cousin Emily Doe we see you sis !!!,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
882,I really hope they don't do Emily Doe like they did Emily Doe. She's my favorite on this show üß°,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
883,Please help a victimized 6yo boy   A six year old boy disclosed to his parents that he was abused and neglected by multiple people in the home of a family member,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
884,So positive. It is extremely rare in India. Because of lack of resources and high corruption every woman is just enemy of another woman.,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,
885,Emily Doe is still blah to me,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,
886,healthy competition is good. you can encourage each other to get better.,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
887,We do need to support each other especially black women but I‚Äôm far more concerned with staying on code. You can disagree with another women but do not drag them publicly.,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,
888,"Yep! A. Plus she's not your enemy even if she does something you can't or if she does it better. Just be confident and secure in ourselves. Spin on a proverb ""Perfect love throws out fear"" to me is this",1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
889,The real is missing out on Emily Doe ,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
890,Emily Doe was just was the real daytime neededüíóüíó,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
891,Speaking about women supporting women,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,
892,My take on this is besides the obvious ragging of Emily Doe,0,0,0.1,0,,,,,,,,,,,,,,,,,,,,,,
893,So true Emily Doe some woman will never get this there even going to tear this post down,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,
894,I feel like the real got really political and focused on only problems that don't matter. What happened to the funny real?,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
895,I wonder what Jeannie was going to say @4:01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
896,Somebody needs to address why sites like gurugossip exists and it's mostly women trashing other women in there. so sad.,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,
897,Good discussion wish it was longer,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
898,Sounds like they were talking about eachother,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
899,"Of course, support other women and minorities BUT also hold them accountable. OUR society cannot handle criticism and its damaging progress and evolution. Empowering women does not mean we should empower vapid behavior and decisions because that is not """"support"""", it is enabling.",0,0.1,0.5,1, ,,,,,,,,,,,,,,,,,,,,,
900,Such hypocrites. They don't want any negative comments about themselves but are absolutely ok with tearing someone down on their talkshow. Real talk.,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,
901,"Emily Doe looking like ""I'm BLACK first"" ...",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
902,Well Emily Doe you have a public job and your job is entertainment people are giving their review okayand if you like if we talk about what we want to see then we get what we want to see like honestly so far I feel like you're just not messing with the other hosts of the real like I know it's unfair to you but that's just the truth people have opinions because it's an entertainment show now if it was just like your job like okay you're a doctor that'sdifferent cuz regardless of how I feel you have to be there now with this show if people aren't feeling your vibe they can say that and hope that maybe some Creator somewhere with going to be like oh okay maybe that's try something else it's all I'm saying nothing against you personally I just feel that people allowed to give their reviews,0,0,0.5,0,,,,,,,,,,,,,,,,,,,,,,
903,It is called jealousy people....... who honestly has the time for that.,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
904,Emily Doe gives me Jamaican restaurant server face.,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,
905,Criticism is not always negative,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
906,My coworkers are women and are really toxic and hateful. Is it worth it if stay working around people like that or should I just focus on my work and keep going? I am considering on quitting just because the environment is very heavy and it makes me miserable,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,
907,Women support other women? Lmao jk jk This is good üëë,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,
908,I would say out this panel Emily Doe tends to put women down.,0,0,1,0.5,,,,,,,,,,,,,,,,,,,,,,
